id;Categoria-1;Categoria-2;Categoria-3;Categoria-4;Categoria-5;Categoria-6;Categoria-7;Categoria-8;Categoria-9;Categoria-10;Categoria-11;Categoria-12;Categoria-13;Categoria-14;Categoria-15;Categoria-16;Categoria-17;Categoria-18;Categoria-19;Categoria-20;Categoria-21;Categoria-22;Categoria-23;Categoria-24;Categoria-25;Categoria-26;Categoria-27;Categoria-28;Categoria-29;Categoria-30;Categoria-31;Categoria-32;Categoria-33;Categoria-34;Categoria-35;Categoria-36;Nota Língua;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
6566;Celebrações - 1880 - Periódicos | 471;Iconografia - Impressos - Retrato de Camões | 372;Celebrações - 1880 - Iconografia | 478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;523218;https://purl.pt/22742;https://bndigital.bnportugal.gov.pt//i/?IIIF=/cb/9a/10/17/cb9a1017-e7e1-4ee8-bfd9-74eccc6a53c2/iiif/523218_0000_capa-capa_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Carta ao Ill.mo e Ex.mo Sr. Abílio Augusto da Fonseca Pinto depois da leitura do episodio Ignez de Castro de Camões;;;1.ª ed.;Évora : Typ. de A.f. Barata;1881;1881;8 p.;António Francisco Barata, 1836-1910;;;Aníbal Fernandes Tomás, 1849-1911, Editor literário;;;L. 25810//20 P.;;http://id.bnportugal.gov.pt/bib/catbnp/523218;Livre
6567;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;849665;https://purl.pt/37299;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ce/42/42/29/ce424229-5b43-4024-993c-88afc855bf30/iiif/cam-385-2-v_0000_000003.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Espanhol";;Encomio a Camões numa poesia hispanhola de D. José Lopez de la Vega em 1855;;;1.ª ed.;Braga : Typ. Lealdade;1881;1881;21 p.;José Lopez de la Vega, fl. 1850;;;José Joaquim da Silva Pereira Caldas, 1818-1903, Autor da introdução, etc.;;;CAM. 123//2 V.;;http://id.bnportugal.gov.pt/bib/catbnp/849665;Livre
6568;Recepção criativa - Tematização | 409;Celebrações - 1880 - Vida | 470;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;Obra - Impressos - Obras (avulsas) - Lírica - Soneto | 35;Obra - Impressos - Obras (avulsas) - Lírica - Redondilhas | 36;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;849972;https://purl.pt/39843;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c3/47/c7/37/c347c737-9d85-4d66-be5e-4fb26799ad22/iiif/cam-123-4-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;As navegações;versos recitados no Theatro Academico... na vespera da inauguração do monumento a Luiz de Camões;;1.ª ed.;Coimbra : Livr. Central de J. Diogo Pires;1881;1881;19 p.;Luís de Magalhães, 1859-1935;;;;;;CAM. 123//4 V.;;http://id.bnportugal.gov.pt/bib/catbnp/849972;Livre
6569;Recepção criativa - Tematização | 409;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;Celebrações - 1880 - Recepção criativa - Tematização | 474;Celebrações - 1880 - Textos críticos | 469;Celebrações - 1880 - Actos públicos | 477;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1072997;https://purl.pt/33951;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d2/41/a8/d1/d241a8d1-b7d3-4feb-848a-c7ba703bf611/iiif/cam-1453-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Camões em Ceuta;;;1.ª ed.;Porto : Imprensa Commercial;1881;1881;16 p.;Alfredo Carvalhais, 1851-1890;;;;;;CAM. 1453 P.;;http://id.bnportugal.gov.pt/bib/catbnp/1072997;Livre
6570;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;Iconografia - Impressos - Imagens de Camões | 373;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26169;https://purl.pt/42937;https://bndigital.bnportugal.gov.pt//i/?IIIF=/08/e3/bd/09/08e3bd09-140b-4567-8c3e-61c604f89588/iiif/cam-550-p_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Galeria de varões illustres de Portugal;;;1.ª ed.;Lisboa : Empreza Horas Românticas;1880;1880;2 v.;Latino Coelho, 1825-1891;;;;;;J.S. 1220-1;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/26169;Livre
6571;Celebrações - 1880 - Discussão, programas e relatórios | 481;Celebrações - 1880 - Iconografia | 478;Iconografia - Impressos - Portadas | 392;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;Iconografia - Impressos - Lugares de memória | 391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87568;https://purl.pt/43790;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e8/03/44/c0/e80344c0-7344-4072-97b4-6a21222417ed/iiif/cam-384-5-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A fome de Camões poema em 4 cantos;;;1.ª ed.;Lisboa : Empreza Litteraria Luso-Brazileira de A. de Souza Pinto e Livraria Industrial de Lisboa;1880;1880;LXIII, 1 br. p.;Gomes Leal, 1848-1921;;;;;;CAM. 384//5 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/87568;Livre
6572;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251998;https://purl.pt/43312;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8d/81/e1/1e/8d81e11e-99a4-4e9d-b3b6-7b0ff1fa00a0/iiif/mp-1066-3-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;No mar;música e versos;;1.ª ed.;S. l. : s. n.;1880;1880;1 partitura 2 p.;Fernando Caldeira, 1841-1894;;;;;;M.P. 1066//3 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/251998;Livre
6573;Celebrações - 1880 - Vida | 470;Celebrações - 1880 - Textos críticos | 469;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;Recepção criativa - Centão [Cintra] | 408;Celebrações - 1880 - Recepção criativa - Centão | 475;Iconografia - Impressos - Retrato de Camões | 372;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;Obra - Impressos - Obras (avulsas) - Lírica - Soneto | 35;Tradução - Impressos - Composições soltas e fragmentos - Lírica | 234;;;;;;;;;;;;;;;;;;;;;;;;;;;;252452;https://purl.pt/42950;https://bndigital.bnportugal.gov.pt//i/?IIIF=/76/11/4c/8e/76114c8e-ede6-4e37-92fb-91d5436fa2a2/iiif/cam-248-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Inglês";;Os Lusíadas;;;1.ª ed.;London : Bernard Quaritch;1880;1880;2 v. XIX, 3, 250, 1, 251-471 p.;Luís de Camões, 1524-1580;;;Richard Francis Burton, 1821-1890, Tradutor;;;CAM. 248 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/252452;Livre
6574;Bibliografia crítica - Estudo | 418;Iconografia - Impressos - Retrato de Camões | 372;Celebrações - 1880 - Iconografia | 478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254903;https://purl.pt/43845;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1e/00/45/73/1e004573-3343-4b38-93d6-92d511678e38/iiif/cam-1632-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Camões;;;1.ª ed.;Braga : s.n.;1880;1880;16 p.;;;;;;;CAM. 1632 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/254903;Livre
6575;Celebrações - 1880 - Periódicos | 471;Celebrações - 1880 - Recepção criativa - Tematização | 474;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258367;https://purl.pt/42923;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1e/a2/83/77/1ea28377-fcd3-4a6b-9a37-9250034082ea/iiif/cam-174-p_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Parnaso de Luiz de Camões;;;Edição das poesias lyricas consagrada à commemoração do Centenário de Camões;Porto : Imprensa Internacional;1880;1880;3 vol.;Luís de Camões, 1524-1580;;;"Teófilo Braga, 1843-1924, Autor da introdução, etc. ; Ferreira de Brito, fl. 187--188-, Editor comercial";;Imprensa Internacional, Impressor;CAM. 174 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258367;Livre
6576;Celebrações - 1880 - Vida | 470;Iconografia - Impressos - Imagens de Camões | 373;Celebrações - 1880 - Textos críticos | 469;Celebrações - 1880 - Iconografia | 478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258528;https://purl.pt/43878;https://bndigital.bnportugal.gov.pt//i/?IIIF=/57/f5/ec/f0/57f5ecf0-c23e-47fc-b710-6ff9f050ff25/iiif/cam-106-4-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Relatorio feito em nome da commissão nomeada por portaria de 30 de Dezembro de 1854 para buscar os ossos de Camões;;;1.ª ed.;Lisboa : Imp. Nacional;1880;1880;31 p.;;Portugal. Comissão para a Localização dos Restos Mortais de Luís de Camões;José Tavares de Macedo, 1801-1890;Ernesto Jardim de Vilhena, 1876-1967, Antigo possuidor;;;O.C. 393//4;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258528;Livre
6577;Celebrações - 1880 - Periódicos | 471;Celebrações - 1880 - Textos críticos | 469;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258572;https://purl.pt/42610;https://bndigital.bnportugal.gov.pt//i/?IIIF=/fc/41/bb/57/fc41bb57-783d-404b-a938-8b4ad693966f/iiif/cam-340-3-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;;;2ª ed.;Lisboa : A. M.;1880;1880;14 p.;António Cardoso Borges de Figueiredo, 1851?-1890;;;;;;L. 11934//16 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258572;Livre
6578;Tradução - Impressos - Composições soltas e fragmentos - Épica | 229;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Celebrações - 1880 - Traduções | 476;Iconografia - Impressos - Portadas | 392;Celebrações - 1880 - Iconografia | 478;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;259407;https://purl.pt/42604;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7f/de/5d/3f/7fde5d3f-0a4a-45dc-ab8c-43fdfbe6e0cd/iiif/cam-346-1-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A primeira viagem de Vasco da Gama á India;em verso heroico;;1.ª ed.;Lisboa;1880;1880;32 p.;João Félix Pereira, 1822-1891;;;Ernesto Jardim de Vilhena, 1876-1967, Antigo possuidor;;;O.C. 293//7;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259407;Livre
6579;Celebrações - 1880 - Periódicos | 471;;;Vida - Biografia | 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;259746;https://purl.pt/42949;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f0/a5/8a/c5/f0a58ac5-eb24-48c9-90ad-8973de71526c/iiif/cam-261-p_0000_000008.tif/full/!300,500/0/default.jpg;Livro impresso;Alemão;;Luis de Camoens Sämmtliche;;;1.ª ed.;Paderborn : Druck und Verlag von Ferdinand Schöningh;1880;1880;6 v.;Luís de Camões, 1524-1580;;;Wilhelm Storck, 1829-1905, Tradutor;;;CAM. 261 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259746;Livre
6580;Celebrações - 1880 - Nótulas | 482;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Francês e Português;322887;https://purl.pt/43850;https://bndigital.bnportugal.gov.pt//i/?IIIF=/75/34/d4/1e/7534d41e-5b60-46a8-a3bb-a599605724f7/iiif/cam-328-p_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas do seculo XIX;;;1.ª ed.;"Lisboa : Typ. da ""Bibliotheca Universal""";1880;1880;XXXII, 1, 279, 1 p.;João Félix Pereira, 1822-1891;;;Ernesto Jardim de Vilhena, 1876-1967, Antigo possuidor;;;L. 25608 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/322887;Livre
6581;Celebrações - 1880 - Vida | 470;Celebrações - 1880 - Textos críticos | 469;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323043;https://purl.pt/43230;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f2/5e/db/bd/f25edbbd-988d-454a-804a-5d68271ff8d2/iiif/cam-343-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Camões;;;1.ª ed.;Porto : Imprensa Portuguesa;1880;1880;64 p.;Alfredo Carvalhais, 1851-1890;;;;;;CAM. 343 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/323043;Livre
6582;Celebrações - 1880 - Periódicos | 471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Francês;323061;https://purl.pt/43433;https://bndigital.bnportugal.gov.pt//i/?IIIF=/18/0a/f1/57/180af157-446c-46b5-bfe5-5c705aee65b1/iiif/cam-344-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Luiz de Camões;prefacio da setima edição do Camões de Garrett;;1.ª ed.;"Porto ; ; Braga : Livraria Internacional de Ernesto Chardron";1880;1880;78 p.;Camilo Castelo Branco, 1825-1890;;;;;;L. 100950 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/323061;Livre
6583;Celebrações - 1880 - Actos públicos | 477;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323121;https://purl.pt/42598;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a8/b3/25/49/a8b32549-16d1-4daa-b78c-2c551e998fad/iiif/cam-346-2-p_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O centenário de Luiz de Camões;breve explicação da commemoração Nacional em 1880;;1.ª ed.;Lisboa : Imprensa de J. G. de Sousa Neves;1880;1880;16 p.;Pinheiro Chagas, 1842-1895;;;;;;L. 25454//19 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/323121;Livre
6584;Obra - Impressos - Recolha epigráfica | 96;Celebrações - 1880 - Actos públicos | 477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330575;https://purl.pt/43404;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ce/55/20/27/ce552027-2be0-45f7-9a6b-19b589d068f2/iiif/cam-485-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Poesias lyricas selectas;;;1.ª ed.;Coimbra : Imp. da Universidade;1880;1880;2, XL, 225, 2 p.;Luís de Camões, 1524-1580;;; Vila Maior, 1821-, Comentador (em meio audiovisual);;;CAM. 485 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330575;Livre
6585;Celebrações - 1880 - Discussão, programas e relatórios | 481;Figuras Femininas - Leitoras (em torno de Camões) | 553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331414;https://purl.pt/43838;https://bndigital.bnportugal.gov.pt//i/?IIIF=/4d/33/3e/dd/4d333edd-1912-45d2-8d54-c49a0efa8bcb/iiif/cam-1227-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lyra Camoneana;;;1.ª ed.;Lisboa : Typographia de Castro Irmão;1880;1880;40 p.;Teixeira Bastos, 1856-1902;;;;;;CAM. 135//10 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/331414;Livre
6586;Celebrações - 1880 - Periódicos | 471;Celebrações - 1972 - Textos críticos | 518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359987;https://purl.pt/43411;https://bndigital.bnportugal.gov.pt//i/?IIIF=/39/27/7b/28/39277b28-603e-47aa-be4b-900edbfbf24b/iiif/cam-770-p_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Lappel a la postérité;Hommage a Camoens a loccasion du centenaire de 1880;;1.ª ed.;Moulins : Imp. Crépin-Leblond;1880;1880;7 p.;Henri Faure, 1826-1907;;;;;;CAM. 770 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/359987;Livre
6587;Celebrações - 1880 - Actos públicos | 477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381074;https://purl.pt/43747;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7d/bb/9c/38/7dbb9c38-ff88-4f0e-8125-42d713ee62f7/iiif/cam-21-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;edição consagrada a comemorar o terceiro centenário do poeta...;;1.ª ed.;Lisboa : Of. de Castro Irmão;1880;1880;XCIII, 422 p., 1 il.;Luís de Camões, 1524-1580;;;"Adolfo Coelho, 1847-1919, Revisor ; Ramalho Ortigão, 1836-1915, Autor da introdução, etc. ; Reinaldo Carlos Montoro, 1831-?, Autor da introdução, etc.";;Gabinete Português de Leitura, Editor literário;L. 94571 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381074;Livre
6588;Celebrações - 1880 - Periódicos | 471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381714;https://purl.pt/43728;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c3/70/f6/9e/c370f69e-df41-49cd-b95f-00d8060e3f71/iiif/cam-41-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Inês de Castro;episódio extraído do terceiro canto do poema épico Os Lusíadas;;1.ª ed.;Lisboa : Imprensa Nacional;1880;1880;;Luís de Camões, 1524-1580;;;;;;CAM. 41 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381714;Livre
6589;Vida - Biografia | 13;Celebrações - 1880 - Vida | 470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381809;https://purl.pt/42620;https://bndigital.bnportugal.gov.pt//i/?IIIF=/20/74/ff/20/2074ff20-ddda-4a00-bf02-38f5c2647a03/iiif/cam-44-1-a_0001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Publicação especial do Grémio Litterário Fayalense para a comemoração do tricentenário do grande épico portuguez;;;1.ª ed.;Horta : Minerva Insulana;1880;1880;;;;;;;Grémio Literário Faialense;CAM. 44//1 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381809;Livre
6590;Celebrações - 1880 - Actos públicos | 477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381889;https://purl.pt/43659;https://bndigital.bnportugal.gov.pt//i/?IIIF=/5b/91/40/8a/5b91408a-4af1-4a94-bccc-2d03ee894a1c/iiif/cam-44-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Pérolas de Camões;publicação dedicada ao povo;;1.ª ed.;Lisboa : Lallement Fréres;1880;1880;;;;;;;Lallement Frères, Editor comercial;CAM. 44//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381889;Livre
6591;Obra - Impressos - Composições soltas e fragmentos - Épica - Episódio | 67;Celebrações - 1880 - Periódicos | 471;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;381903;https://purl.pt/42920;https://bndigital.bnportugal.gov.pt//i/?IIIF=/84/00/0c/50/84000c50-b90e-4a7c-aa5e-5cb3dfef4dab/iiif/cam-45-2-a_0000_000001.tif/full/!300,500/0/default.jpg;Periódico;Polaco;;Illustrowane Tygedniowe;;;1.ª ed.;;1880;1880;;;;;;;;CAM. 45//2 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/381903;Livre
6592;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382751;https://purl.pt/43814;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e0/0e/fa/06/e00efa06-8716-4476-9d8f-73b5e18a5758/iiif/cam-49-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Memória sobre o exemplar dos Lusíadas da Biblioteca particular de S. M. o Imperador do Brasil;;;1.ª ed.;Rio de Janeiro : Tip. Nacional;1880;1880;;José Feliciano de Castilho, 1810-1879;;;;;;CAM. 258 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382751;Livre
6593;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382844;https://purl.pt/43227;https://bndigital.bnportugal.gov.pt//i/?IIIF=/be/12/df/5e/be12df5e-248d-4e0b-823f-bb93ea5db616/iiif/cam-2058-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Luiz de Camões;com notas curiosas e tres ineditos do poeta;;1.ª ed.;Evora : Tip. Minerva, de A.F. Barata;1880;1880;24 p.;António Francisco Barata, 1836-1910;;;Luís de Camões, 1524-1580, Antecedente bibliográfico;;;L. 599//32 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382844;Livre
6594;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382955;https://purl.pt/43816;https://bndigital.bnportugal.gov.pt//i/?IIIF=/df/8e/1b/e5/df8e1be5-0f74-4fdb-9b58-5bfa696ca99d/iiif/cam-53-5-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Auto da cunhagem da medalha comemorativa das festas da Grande Comissão Portuense...;;;1.ª ed.;Porto : s. n.;1880;1880;;;Grande Comissão Portuense;;Luís de Camões, 1524-1580, Antecedente bibliográfico;;;CAM. 53//5 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382955;Livre
6595;Celebrações - 1880 - Discussão, programas e relatórios | 481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382972;https://purl.pt/43819;https://bndigital.bnportugal.gov.pt//i/?IIIF=/80/3b/b9/df/803bb9df-b4de-496a-adbc-25a9d95b3638/iiif/cam-55-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Surrexit;homenagem a Luís de Camões;;1.ª ed.;Lisboa : Imprensa Nacional;1880;1880;;Tomás Ribeiro, 1831-1901;;;;;;CAM. 55 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382972;Livre
6596;Recepção criativa - Paródia | 407;Celebrações - 1880 - Recepção criativa - Paródia | 473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382978;https://purl.pt/43823;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8a/04/06/d1/8a0406d1-dcdf-40af-9ba2-5fa354405f51/iiif/cam-56-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Programa da celebração em Lisboa do terceiro centenário de Luís de Camões;comemoração promovida pela imprensa jornalística auxiliada pela Câmara Municipal;;1.ª ed.;Lisboa : Tip. Universal;1880;1880;8 p.;;;;Luís de Camões, 1524-1580, Antecedente bibliográfico;;;CAM. 134 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382978;Livre
6597;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382988;https://purl.pt/43820;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e7/cb/7b/06/e7cb7b06-25e4-4d41-8f71-2c3e083010c8/iiif/cam-59-a_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Alemão;;Camoens;Ein festgruss nach Portugal zum X Juin MDCCCLXXX;;1.ª ed.;Graz : Buchdruckerei Styria : 1880;1880;1880;;Hugo Schuchardt, 1842-1927;;;;;;CAM. 59 A;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/382988;Livre
6598;Celebrações - 1880 - Discussão, programas e relatórios | 481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;385945;https://purl.pt/43873;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ca/5d/8c/c5/ca5d8cc5-b85c-4f76-893f-7de2d31a6d43/iiif/cam-63-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Poliglota;Português;Álbum literário comemorativo do terceiro centenário de Luís de Camões;;;1.ª ed.;Porto : Tip. Ocidental;1880;1880;28 p.;;;;Francisco Xavier Esteves, 1864-1944, Editor literário;;;CAM. 133 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385945;Livre
6599;Celebrações - 1880 - Periódicos | 471;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;385949;https://purl.pt/43866;https://bndigital.bnportugal.gov.pt//i/?IIIF=/06/33/d8/97/0633d897-92cc-4a30-beb0-aa004a6f6470/iiif/cam-64-1-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Homenagem a Camões;Luís de Camões e a nacionalidade portuguesa;;1.ª ed.;São Miguel : s. n.;1880;1880;;;Centro Republicano Federal de Ponta Delgada;;;;;CAM. 64//1 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/385949;Livre
